consumer_subnet,consumer_iplist,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
0.0.0.0,Non-RFC1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:23Z,2021-07-16T23:48:49Z,487
0.0.0.0,Non-RFC1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Broadcast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T06:22:55Z,2021-07-16T12:07:42Z,69
10.51.42.0,RFC1918; IPL-RFC_1918,NPM | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T10:03:39Z,2021-07-16T17:26:19Z,6
10.51.42.0,RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T02:10:30Z,2021-07-16T21:25:40Z,35
10.51.42.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Multicast,0,IGMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:05:53Z,2021-07-16T23:49:34Z,207
10.51.42.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T10:03:39Z,2021-07-16T17:26:19Z,5
10.51.42.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:50Z,2021-07-16T23:45:24Z,343
10.51.42.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:18:39Z,2021-07-16T19:28:35Z,57
10.51.42.0,RFC1918; IPL-RFC_1918,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,1556,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:24:23Z,2021-07-16T19:23:27Z,198
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Broadcast,137,UDP,Allowed,Allowed,Provider,2021-07-16T00:01:18Z,2021-07-16T23:32:06Z,280
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Broadcast,138,UDP,Allowed,Allowed,Provider,2021-07-16T00:03:43Z,2021-07-16T23:35:10Z,338
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,1556,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T08:00:58Z,2021-07-16T11:58:46Z,46
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Broadcast,138,UDP,Allowed,Allowed,Provider,2021-07-16T00:06:29Z,2021-07-16T23:36:47Z,117
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T10:03:09Z,2021-07-16T17:25:49Z,12
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Provider,2021-07-16T08:01:04Z,2021-07-16T10:10:13Z,46
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Broadcast,137,UDP,Allowed,Allowed,Provider,2021-07-16T00:06:26Z,2021-07-16T23:37:14Z,280
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Provider,2021-07-16T08:01:55Z,2021-07-16T09:23:22Z,23
10.51.42.0,RFC1918; IPL-RFC_1918,SQL A | PO | PROD | ON PREgIOM,PO,PROD,ON PREgIOM,Unicast,1556,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:26:17Z,2021-07-16T19:20:34Z,37
10.51.42.0,RFC1918; IPL-RFC_1918,VM | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:00:35Z,2021-07-16T23:45:35Z,262
10.51.42.0,RFC1918; IPL-RFC_1918,VM | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,443,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:38Z,2021-07-16T23:45:37Z,313
10.51.42.0,RFC1918; IPL-RFC_1918,WEB | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T10:03:09Z,2021-07-16T17:25:49Z,12
10.51.42.0,RFC1918; IPL-RFC_1918,WEB/APP A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,1556,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T08:00:53Z,2021-07-16T10:06:26Z,42
10.51.42.0,RFC1918; IPL-RFC_1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T00:10:32Z,2021-07-16T23:40:32Z,259
10.51.43.0,RFC1918; IPL-RFC_1918,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,3260,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:52Z,2021-07-16T19:31:11Z,61
10.51.43.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:06:19Z,2021-07-16T23:39:25Z,185
10.51.43.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:11Z,2021-07-16T23:30:11Z,2850
10.51.43.0,RFC1918; IPL-RFC_1918,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:26:36Z,2021-07-16T22:57:59Z,150
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:05:24Z,2021-07-16T23:36:18Z,851
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T04:48:50Z,2021-07-16T23:26:25Z,71
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:12:01Z,2021-07-16T23:27:50Z,191
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:26:25Z,2021-07-16T23:26:25Z,133
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:26:25Z,2021-07-16T23:27:50Z,96
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T04:48:50Z,2021-07-16T23:33:53Z,86
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T14:24:07Z,2021-07-16T14:24:07Z,4
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T04:38:52Z,2021-07-16T23:26:25Z,30
10.51.45.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:12:01Z,2021-07-16T23:27:50Z,117
10.51.45.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:13:36Z,2021-07-16T23:41:38Z,25
10.51.46.0,RFC1918; IPL-RFC_1918,APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:51Z,2021-07-16T23:21:26Z,45
10.51.46.0,RFC1918; IPL-RFC_1918,APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,Unicast,5432,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:27:56Z,2021-07-16T19:36:09Z,150
10.51.46.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:01Z,2021-07-16T23:37:07Z,1399
10.51.46.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:12Z,2021-07-16T23:40:36Z,5037
10.51.46.0,RFC1918; IPL-RFC_1918,INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,Unicast,22,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:26:21Z,2021-07-16T20:14:18Z,582
10.51.5.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,162,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T02:04:15Z,2021-07-16T22:04:12Z,6
10.51.5.0,RFC1918; IPL-RFC_1918,APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:23Z,2021-07-16T23:36:03Z,2649
10.51.5.0,RFC1918; IPL-RFC_1918,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:58Z,2021-07-16T23:34:38Z,2097
10.51.5.0,RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:38:46Z,2021-07-16T23:39:07Z,96
10.51.5.0,RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,162,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T02:04:15Z,2021-07-16T22:04:12Z,6
10.51.6.0,DHCP Pool; RFC1918; IPL-RFC_1918,DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:38:46Z,2021-07-16T23:39:07Z,48
10.51.6.0,DHCP Pool; RFC1918; IPL-RFC_1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Multicast,0,IGMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:18Z,2021-07-16T23:47:15Z,1391
10.51.60.0,RFC1918; IPL-RFC_1918,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:25:14Z,2021-07-16T19:24:27Z,70
10.51.60.0,RFC1918; IPL-RFC_1918,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:04Z,2021-07-16T23:27:57Z,620
10.51.60.0,RFC1918; IPL-RFC_1918,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:43:48Z,2021-07-16T23:24:42Z,16
10.51.60.0,RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:58:18Z,2021-07-16T22:20:42Z,54
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:07Z,2021-07-16T23:40:32Z,78754
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:38:49Z,9128
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:09Z,2021-07-16T23:38:28Z,2200
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:09Z,2021-07-16T23:34:23Z,3939
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:09Z,2021-07-16T23:40:36Z,2570
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:00Z,2021-07-16T23:38:49Z,4163
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:36Z,2021-07-16T23:33:10Z,1712
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:09Z,2021-07-16T23:38:28Z,2082
10.51.60.0,RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:50Z,2021-07-16T23:31:09Z,165
10.51.60.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,7680,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:07Z,2021-07-17T00:24:59Z,125
10.51.60.0,RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,7680,TCP,Allowed,Allowed,Provider,2021-07-16T00:07:07Z,2021-07-16T23:47:09Z,116
10.51.60.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:26Z,2021-07-16T23:29:55Z,1478
10.51.60.0,RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:24:26Z,2021-07-16T19:18:36Z,290
10.51.60.0,RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:42Z,2021-07-16T23:47:38Z,3360
10.51.60.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:39Z,2021-07-16T23:48:52Z,2045
10.51.60.0,RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:15:38Z,2021-07-16T19:27:32Z,224
10.51.60.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:20:47Z,2021-07-16T13:14:20Z,54
10.51.60.0,RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:09:51Z,2021-07-16T23:07:25Z,87
10.51.60.0,RFC1918; IPL-RFC_1918,WORKSTATION | MGMT WORKSTZZTIONS | PROD | ON PREgIOM,MGMT WORKSTZZTIONS,PROD,ON PREgIOM,Unicast,7680,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:13Z,2021-07-16T23:21:42Z,915
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:51:29Z,2021-07-16T16:04:09Z,384
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,APPLICATION | NZZME SPZZCE | PROD | ON PREgIOM,NZZME SPZZCE,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:10Z,2021-07-16T19:32:10Z,15
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T01:05:16Z,2021-07-16T19:19:24Z,14
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:51:08Z,2021-07-16T07:33:13Z,15
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,62756,TCP,Allowed,Allowed,Provider,2021-07-16T00:51:08Z,2021-07-16T07:33:13Z,5
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,67,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:38Z,2021-07-16T23:48:56Z,940
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,TCP,Allowed,Allowed,Provider,2021-07-16T00:25:52Z,2021-07-16T23:25:52Z,26
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:19Z,2021-07-16T23:40:31Z,44479
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:20Z,2021-07-16T23:32:04Z,1540
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:49Z,2021-07-16T23:35:10Z,683
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:49Z,2021-07-16T23:35:09Z,1756
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:02:29Z,2021-07-16T23:38:57Z,1111
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:01:37Z,2021-07-16T23:32:19Z,974
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T05:52:15Z,2021-07-16T23:38:58Z,14
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:49Z,2021-07-16T23:35:10Z,621
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:29Z,2021-07-16T23:26:29Z,63
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49160,TCP,Allowed,Allowed,Provider,2021-07-16T08:45:38Z,2021-07-16T08:46:03Z,6
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,7680,TCP,Allowed,Allowed,Provider,2021-07-16T07:14:27Z,2021-07-16T22:57:10Z,93
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:04:27Z,2021-07-16T23:29:49Z,157
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:24:29Z,2021-07-16T19:16:40Z,15
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:57Z,2021-07-16T23:43:51Z,440
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:49Z,2021-07-16T23:48:17Z,947
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:49Z,2021-07-16T23:49:56Z,5032
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,WEB/APP A | 10ZIG CLIENT | PROD | ON PREgIOM,10ZIG CLIENT,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:11:29Z,2021-07-16T19:11:09Z,14
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,WORKSTATION | HELP DESK | PROD | ON PREgIOM,HELP DESK,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:39Z,2021-07-16T23:30:40Z,2746
10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,WORKSTATION | HELP DESK | PROD | ON PREgIOM,HELP DESK,PROD,ON PREgIOM,Multicast,3702,UDP,Allowed,Allowed,Provider,2021-07-16T00:01:30Z,2021-07-16T12:10:31Z,232
