consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_subnet,provider_iplist,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.66.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T20:25:15Z,2021-07-16T20:25:15Z,4
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,168.61.161.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:14:13Z,2021-07-16T16:14:13Z,3
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,514,TCP,Allowed,Allowed,Consumer,2021-07-16T00:37:25Z,2021-07-16T23:28:30Z,82
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,4041,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:12Z,2021-07-16T23:38:14Z,120
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:25:28Z,2021-07-16T17:46:13Z,84
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.154.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:29:21Z,2021-07-16T22:32:02Z,131
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.157.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:13:55Z,2021-07-16T16:13:55Z,5
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.166.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:08:30Z,2021-07-16T20:06:31Z,24
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.167.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:19:22Z,2021-07-16T20:15:35Z,166
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.190.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T14:31:42Z,2021-07-16T23:04:29Z,204
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.197.71.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:59:07Z,2021-07-16T17:21:33Z,8
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.198.162.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:00Z,2021-07-16T17:27:34Z,86
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.44.239.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:10:51Z,2021-07-16T23:16:27Z,38
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,20.72.205.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:25:17Z,2021-07-16T10:25:17Z,4
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,202.123.142.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T20:03:23Z,2021-07-16T23:18:22Z,4
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,205.185.216.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T22:33:22Z,2021-07-16T22:33:22Z,4
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:18:40Z,2021-07-16T23:17:20Z,174
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:49:10Z,2021-07-16T23:30:07Z,53
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.119.249.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:38:02Z,2021-07-16T22:16:04Z,69
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.124.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T14:01:28Z,2021-07-16T15:01:48Z,12
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.125.122.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T21:53:22Z,2021-07-16T21:54:07Z,16
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.126.13.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T17:46:09Z,2021-07-16T17:46:09Z,7
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.126.26.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:29:22Z,2021-07-16T22:32:06Z,44
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.126.29.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:02:13Z,2021-07-16T17:42:59Z,91
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.126.38.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:07:27Z,2021-07-16T20:06:42Z,36
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.126.40.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T14:31:37Z,2021-07-16T23:04:26Z,223
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.74.108.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:25:58Z,2021-07-16T21:45:51Z,38
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,40.88.32.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T15:06:46Z,2021-07-16T21:55:25Z,6
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.10.178.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:11:05Z,2021-07-16T23:38:04Z,64
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.139.153.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T04:53:35Z,2021-07-16T23:16:30Z,49
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.139.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:27:15Z,2021-07-16T23:31:36Z,37
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.140.118.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T04:19:58Z,2021-07-16T23:04:04Z,54
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.147.198.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T12:52:21Z,2021-07-16T20:16:50Z,11
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.184.220.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:00:41Z,2021-07-16T13:01:14Z,8
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.202.160.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:48:24Z,2021-07-16T23:26:38Z,75
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.242.101.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:29:49Z,2021-07-16T08:29:49Z,8
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.255.188.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:00:41Z,2021-07-16T15:05:27Z,21
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,52.27.222.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:15:52Z,2021-07-16T23:15:24Z,66
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,54.149.213.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:13Z,2021-07-16T23:33:33Z,418
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,54.183.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:28:01Z,2021-07-16T07:11:56Z,6
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,54.183.140.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:24Z,2021-07-16T23:14:44Z,114
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:17:53Z,2021-07-16T23:38:05Z,71
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,54.186.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:10Z,2021-07-16T23:37:19Z,367
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:47:29Z,2021-07-16T23:30:30Z,197
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,8.241.170.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T11:48:20Z,2021-07-16T11:48:20Z,3
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,8.241.172.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T18:33:35Z,2021-07-16T20:33:22Z,3
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,8.255.31.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T22:48:23Z,2021-07-16T22:48:23Z,3
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:31:54Z,2021-07-16T23:30:53Z,351
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:33Z,2021-07-16T23:30:05Z,313
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,8447,TCP,Allowed,Allowed,Consumer,2021-07-16T02:32:32Z,2021-07-16T23:12:34Z,108
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,104.225.171.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:09:53Z,2021-07-16T23:24:27Z,91
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:34:10Z,2021-07-16T23:24:27Z,39
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,224.0.1.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:03:44Z,2021-07-16T23:15:21Z,324
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,239.192.99.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:03:42Z,2021-07-16T23:32:43Z,599
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,239.192.99.0,IPL-MULTICAST; Non-RFC1918,Multicast,9909,UDP,Allowed,Allowed,Consumer,2021-07-16T00:11:22Z,2021-07-16T19:16:15Z,18
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,239.192.99.0,IPL-MULTICAST; Non-RFC1918,Multicast,9909,UDP,Potentially Blocked,Potentially Blocked,Consumer,2021-07-16T00:01:19Z,2021-07-16T23:30:53Z,220
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,255.255.255.0,Non-RFC1918,Broadcast,9909,UDP,Allowed,Allowed,Consumer,2021-07-16T00:11:22Z,2021-07-16T23:21:09Z,115
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,255.255.255.0,Non-RFC1918,Broadcast,9909,UDP,Potentially Blocked,Potentially Blocked,Consumer,2021-07-16T00:01:19Z,2021-07-16T22:00:46Z,26
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,52.27.222.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:37:36Z,2021-07-16T23:31:22Z,223
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:40:13Z,2021-07-16T07:13:44Z,4
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.149.213.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:39Z,2021-07-16T23:31:29Z,405
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:35:48Z,2021-07-16T23:29:58Z,137
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.186.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:17Z,2021-07-16T23:24:58Z,353
FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:02Z,2021-07-16T23:27:57Z,301
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:32:14Z,2021-07-16T22:24:36Z,33
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,10.51.200.0,RFC1918; IPL-RFC_1918,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:01Z,2021-07-16T23:16:59Z,155
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T08:13:31Z,2021-07-16T23:23:35Z,584
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:58:27Z,2021-07-16T23:21:17Z,130
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,8447,TCP,Allowed,Allowed,Consumer,2021-07-16T03:00:35Z,2021-07-16T23:10:35Z,422
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:58:09Z,2021-07-16T21:13:32Z,18
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:24:40Z,2021-07-16T19:16:58Z,15
FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:12:08Z,2021-07-16T07:18:33Z,4
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T19:02:02Z,2021-07-16T23:00:42Z,10
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:26:55Z,2021-07-16T23:19:32Z,23
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,Unicast,6262,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:56Z,2021-07-16T23:40:27Z,1135
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,20.197.71.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:27:00Z,2021-07-16T19:27:02Z,19
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T12:25:55Z,2021-07-16T23:10:56Z,13
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,239.192.99.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:09:45Z,2021-07-16T23:39:58Z,194
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,239.255.255.0,IPL-MULTICAST; Non-RFC1918,Multicast,0,IGMP,Allowed,Allowed,Consumer,2021-07-16T00:01:53Z,2021-07-16T23:35:55Z,169
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,239.255.255.0,IPL-MULTICAST; Non-RFC1918,Multicast,1900,UDP,Allowed,Allowed,Consumer,2021-07-16T03:23:13Z,2021-07-16T16:04:41Z,6
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,40.64.66.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:56Z,2021-07-16T22:23:52Z,9
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,40.77.226.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:25:41Z,2021-07-16T07:21:41Z,5
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:26:51Z,2021-07-16T20:01:02Z,19
INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:40Z,2021-07-16T22:51:42Z,16
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.0.1.0,RFC1918; IPL-RFC_1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:08:03Z,2021-07-16T21:45:41Z,13
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:19:23Z,2021-07-16T23:20:21Z,31
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:09:41Z,2021-07-16T21:39:01Z,11
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T03:03:47Z,2021-07-16T23:22:57Z,911
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T03:06:02Z,2021-07-16T23:20:28Z,73
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:16:01Z,2021-07-16T21:03:54Z,20
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:02:12Z,2021-07-16T07:13:00Z,4
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T04:16:16Z,2021-07-16T22:42:25Z,11
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:12Z,2021-07-16T23:21:51Z,324
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:43:34Z,2021-07-16T07:34:48Z,4
INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:15:47Z,2021-07-16T19:13:36Z,16
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:33:21Z,2021-07-16T23:44:28Z,21808
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,10.51.2.0,RFC1918; IPL-RFC_1918,Unicast,992,TCP,Allowed,Allowed,Consumer,2021-07-16T05:49:39Z,2021-07-16T07:29:44Z,7
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T00:57:52Z,2021-07-16T20:57:53Z,5
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,49700,TCP,Allowed,Allowed,Consumer,2021-07-16T00:57:54Z,2021-07-16T20:57:55Z,10
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,104.117.115.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T21:46:01Z,2021-07-16T23:14:20Z,72
JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,104.118.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:53:15Z,2021-07-16T13:53:15Z,75
