consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_subnet,provider_iplist,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,192.16.7.0,RFC1918; IPL-RFC_1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:20:06Z,2021-07-16T20:20:06Z,6
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,192.16.7.0,RFC1918; IPL-RFC_1918,Unicast,53303,TCP,Allowed,Allowed,Consumer,2021-07-16T00:17:56Z,2021-07-16T23:18:10Z,235
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,20.198.162.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:30:47Z,2021-07-16T19:24:48Z,15
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:57:02Z,2021-07-16T22:58:39Z,24
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,220.233.31.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:37:53Z,2021-07-16T16:37:53Z,4
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,23.77.10.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:21:24Z,2021-07-16T07:21:31Z,5
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,3.15.27.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:30:49Z,2021-07-16T07:32:20Z,21
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:37:09Z,2021-07-16T23:39:29Z,255
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,38.91.40.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:10:13Z,2021-07-16T23:36:39Z,171
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,40.126.40.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T18:59:41Z,2021-07-16T18:59:41Z,4
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,40.127.86.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:50:33Z,2021-07-16T23:20:58Z,62
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,40.77.226.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T18:23:41Z,2021-07-16T23:24:48Z,7
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:22:57Z,2021-07-16T07:30:02Z,15
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:54:47Z,2021-07-16T22:54:49Z,44
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,52.188.11.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:39:04Z,2021-07-16T23:36:40Z,243
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:41:01Z,2021-07-16T07:23:47Z,4
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,54.183.135.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:30:04Z,2021-07-16T07:28:47Z,9
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:30:06Z,2021-07-16T19:24:17Z,14
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:31:24Z,2021-07-16T23:36:51Z,182
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,66.203.112.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:33:05Z,2021-07-16T23:40:13Z,144
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,66.203.112.0,IPL-INTERNET; Non-RFC1918,Unicast,1234,UDP,Allowed,Allowed,Consumer,2021-07-16T00:52:42Z,2021-07-16T22:39:57Z,34
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,66.203.112.0,IPL-INTERNET; Non-RFC1918,Unicast,1235,UDP,Allowed,Allowed,Consumer,2021-07-16T02:39:11Z,2021-07-16T23:40:14Z,143
APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,72.21.81.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T09:40:17Z,2021-07-16T22:50:43Z,51
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:50:14Z,2021-07-16T22:51:37Z,27
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:23Z,2021-07-16T21:38:43Z,11
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37890,TCP,Allowed,Allowed,Consumer,2021-07-16T08:17:51Z,2021-07-16T23:19:40Z,110
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:27:08Z,2021-07-16T22:35:54Z,17
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T19:34:54Z,2021-07-16T23:04:34Z,5
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:00:55Z,2021-07-16T23:23:22Z,328
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:27:07Z,2021-07-16T19:27:13Z,14
APPLICATION | ZZCCUITY | PROD | ON PREgIOM,ZZCCUITY,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:03:55Z,2021-07-16T16:05:32Z,101
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:26:38Z,2021-07-16T23:27:38Z,29
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T02:05:17Z,2021-07-16T21:27:02Z,10
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T02:58:14Z,2021-07-16T23:28:15Z,778
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:56:42Z,2021-07-16T23:16:29Z,85
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:57:35Z,2021-07-16T23:25:10Z,299
CERT AUTH | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:25:41Z,2021-07-16T19:24:59Z,16
DATA CLASS | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:51:31Z,2021-07-16T18:05:27Z,96
DATA CLASS | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:39:11Z,2021-07-16T07:31:00Z,7
DATA CLASS | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:05:25Z,2021-07-16T23:05:28Z,12
DATA CLASS | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.183.140.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:39:32Z,2021-07-16T07:31:21Z,11
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:58:49Z,2021-07-16T23:20:40Z,75
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T01:53:27Z,2021-07-16T23:25:48Z,11
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T02:54:32Z,2021-07-16T23:43:26Z,925
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:56:41Z,2021-07-16T23:35:34Z,79
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:03Z,2021-07-16T20:38:25Z,22
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,169.254.169.0,Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T16:01:35Z,2021-07-16T18:01:35Z,6
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:49:20Z,2021-07-16T23:04:43Z,11
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:53:30Z,2021-07-16T23:44:30Z,358
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:00Z,2021-07-16T07:20:16Z,14
DATABASE | COMMUNICZZTOR | TEST | ON PREgIOM,COMMUNICZZTOR,TEST,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:48Z,2021-07-16T23:43:52Z,96
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:50:22Z,2021-07-16T22:52:13Z,33
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T01:13:25Z,2021-07-16T22:48:48Z,11
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37890,TCP,Allowed,Allowed,Consumer,2021-07-16T03:03:29Z,2021-07-16T23:31:00Z,149
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.45.0,RFC1918; IPL-RFC_1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:49Z,2021-07-16T22:45:16Z,36258
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.45.0,RFC1918; IPL-RFC_1918,Unicast,8808,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:08Z,2021-07-16T23:34:14Z,26
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:09:09Z,2021-07-16T07:32:48Z,4
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,514,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:13Z,2021-07-16T23:34:32Z,426
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,4041,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:54Z,2021-07-16T23:34:56Z,26
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,192.168.2.0,RFC1918; IPL-RFC_1918,Unicast,3260,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:44Z,2021-07-16T23:35:12Z,12778
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:56:56Z,2021-07-16T22:41:38Z,14
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,34.203.111.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:00:56Z,2021-07-16T23:33:32Z,341
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.183.140.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:03Z,2021-07-16T23:34:13Z,26
DATABASE | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:56:48Z,2021-07-16T23:29:33Z,161
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:48Z,2021-07-16T20:51:48Z,42
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:52:58Z,2021-07-16T21:35:23Z,14
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,40.77.226.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:57Z,2021-07-16T23:40:33Z,14
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:28:39Z,2021-07-16T19:28:54Z,18
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:57:01Z,2021-07-16T23:21:58Z,28
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:44:06Z,2021-07-16T07:36:44Z,4
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.183.135.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:03:01Z,2021-07-16T07:34:03Z,4
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,54.183.142.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:04:48Z,2021-07-16T19:34:28Z,15
DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:37:26Z,2021-07-16T23:43:50Z,328
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:00:55Z,2021-07-16T23:00:39Z,28
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:20:07Z,2021-07-16T21:40:05Z,19
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,10.51.61.0,DHCP Pool; RFC1918; IPL-RFC_1918,Unicast,6262,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:50Z,2021-07-16T23:40:16Z,1132
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,165.212.65.0,IPL-INTERNET; Non-RFC1918,Unicast,25,TCP,Allowed,Allowed,Consumer,2021-07-16T03:31:18Z,2021-07-16T23:31:58Z,153
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,20.197.71.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:37:46Z,2021-07-16T19:25:45Z,17
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,204.141.42.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T07:10:51Z,2021-07-16T23:11:08Z,34
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T19:16:08Z,2021-07-16T23:31:30Z,5
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,52.114.133.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:08:03Z,2021-07-16T23:16:39Z,27
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,52.140.118.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:41:53Z,2021-07-16T07:57:00Z,4
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:31:58Z,2021-07-16T07:37:33Z,4
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,54.183.140.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:19:55Z,2021-07-16T19:18:58Z,16
DISTRIBUTION | OPUTILS | PROD | ON PREgIOM,OPUTILS,PROD,ON PREgIOM,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:04:38Z,2021-07-16T23:37:44Z,105
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:35:42Z,2021-07-16T23:34:20Z,246
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.200.0,RFC1918; IPL-RFC_1918,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:00:21Z,2021-07-16T23:31:08Z,181
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:09:26Z,2021-07-16T22:54:54Z,41
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,8015,TCP,Allowed,Allowed,Consumer,2021-07-16T00:00:02Z,2021-07-16T23:35:27Z,11982
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,8015,TCP,Blocked,Blocked,Consumer,2021-07-16T00:00:08Z,2021-07-16T23:40:04Z,213835
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,8080,TCP,Allowed,Allowed,Consumer,2021-07-16T00:16:14Z,2021-07-16T23:43:06Z,169
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T02:49:36Z,2021-07-16T23:39:50Z,2667
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:40:13Z,2021-07-16T23:39:29Z,329
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:00:17Z,2021-07-16T23:32:38Z,121
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,103.127.121.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:13:31Z,2021-07-16T14:16:51Z,44
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.156.80.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:59:12Z,2021-07-16T22:10:29Z,13
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.156.84.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:59:10Z,2021-07-16T22:10:27Z,17
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.225.40.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T15:03:32Z,2021-07-16T23:04:39Z,45
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.47.121.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:10:27Z,2021-07-16T22:35:35Z,46
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.47.2.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:10:11Z,2021-07-16T22:50:51Z,49
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.47.38.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:10:25Z,2021-07-16T23:32:17Z,759
