consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,Unicast,49154,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:11:00Z,2021-07-16T23:12:18Z,188
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:43:56Z,2021-07-16T23:10:36Z,97
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:18Z,2021-07-16T23:24:30Z,978
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:43:25Z,2021-07-16T23:29:13Z,344
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:12:21Z,2021-07-16T23:13:12Z,377
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,1028,TCP,Allowed,Allowed,Consumer,2021-07-16T02:43:20Z,2021-07-16T23:29:13Z,277
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,1028,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:12:21Z,2021-07-16T23:13:12Z,285
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:43:51Z,2021-07-16T23:35:59Z,125
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:11Z,2021-07-16T23:43:28Z,717
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:55Z,2021-07-16T23:35:28Z,3307
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:12Z,2021-07-16T23:43:28Z,3211
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T02:39:42Z,2021-07-16T23:35:15Z,223
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,161,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:13:22Z,2021-07-16T23:39:45Z,386
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,1433,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:54Z,2021-07-16T23:35:28Z,1328
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,1433,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:11Z,2021-07-16T23:43:28Z,1418
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,49155,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:55Z,2021-07-16T23:35:28Z,2404
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,49155,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:12Z,2021-07-16T23:43:28Z,2475
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:38:30Z,2021-07-16T23:36:06Z,126
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:53Z,2021-07-16T23:38:03Z,1071
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T04:10:59Z,2021-07-16T23:27:51Z,323
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:10:34Z,2021-07-16T23:26:51Z,398
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T02:43:46Z,2021-07-16T23:29:46Z,136
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,161,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:53Z,2021-07-16T23:37:03Z,720
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,49154,TCP,Allowed,Allowed,Consumer,2021-07-16T04:10:59Z,2021-07-16T23:27:51Z,165
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,49154,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:10:34Z,2021-07-16T23:26:51Z,246
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NPM | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T00:04:50Z,2021-07-16T23:35:18Z,256
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,NPM | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:48Z,2021-07-16T23:35:18Z,258
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:49:04Z,2021-07-16T23:36:08Z,101
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:58Z,2021-07-16T23:45:07Z,1077
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:43:04Z,2021-07-16T23:36:09Z,2931
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:58Z,2021-07-16T23:47:09Z,3198
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Consumer,2021-07-16T12:15:27Z,2021-07-16T23:16:00Z,11
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T01:33:29Z,2021-07-16T23:15:00Z,22
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,49154,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:55Z,2021-07-16T23:36:09Z,899
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,49154,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:58Z,2021-07-16T23:47:09Z,891
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:11Z,2021-07-16T23:33:29Z,173
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:37Z,2021-07-16T23:29:49Z,191
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Allowed,Allowed,Consumer,2021-07-16T05:29:21Z,2021-07-16T07:44:25Z,6
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:28:40Z,2021-07-16T19:14:20Z,11
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T00:01:58Z,2021-07-16T23:31:48Z,253
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:27Z,2021-07-16T23:41:19Z,285
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,POLICY MANAGER | OPTEVIEW | PROD | ON PREgIOM,OPTEVIEW,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:41:07Z,2021-07-16T23:27:13Z,86
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,POLICY MANAGER | OPTEVIEW | PROD | ON PREgIOM,OPTEVIEW,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:41:53Z,2021-07-16T23:28:00Z,423
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,POLICY MANAGER | OPTEVIEW | PROD | ON PREgIOM,OPTEVIEW,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T02:41:02Z,2021-07-16T18:11:54Z,64
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:38:32Z,2021-07-16T23:36:04Z,99
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:55Z,2021-07-16T23:41:05Z,899
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,22,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:53Z,2021-07-16T23:36:07Z,1467
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,22,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:01:55Z,2021-07-16T23:41:05Z,1417
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:39:21Z,2021-07-16T23:25:33Z,626
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:48Z,2021-07-16T23:41:48Z,682
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T02:38:39Z,2021-07-16T23:24:53Z,106
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,161,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:39:22Z,132
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,49160,TCP,Allowed,Allowed,Consumer,2021-07-16T02:39:09Z,2021-07-16T23:25:23Z,311
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,49160,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:08:16Z,2021-07-16T23:39:23Z,299
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:38:32Z,2021-07-16T23:36:04Z,205
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:16Z,2021-07-16T23:48:05Z,2040
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:53Z,2021-07-16T23:36:05Z,7036
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:16Z,2021-07-16T23:35:32Z,3603
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T02:43:41Z,2021-07-16T23:29:50Z,401
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,161,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:16Z,2021-07-16T23:48:05Z,1628
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49155,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:55Z,2021-07-16T23:34:32Z,1452
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49155,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:03:16Z,2021-07-16T23:35:32Z,1390
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:53Z,2021-07-16T23:36:05Z,1302
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49156,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:07:55Z,2021-07-16T23:47:05Z,1275
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T02:41:15Z,2021-07-16T23:33:24Z,355
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:00:35Z,2021-07-16T23:42:53Z,570
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,22,TCP,Allowed,Allowed,Consumer,2021-07-16T02:39:42Z,2021-07-16T23:33:53Z,568
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,22,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:35Z,2021-07-16T23:42:53Z,570
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:41:47Z,2021-07-16T23:32:15Z,286
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:35Z,2021-07-16T23:41:15Z,285
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:41:51Z,2021-07-16T23:32:15Z,1452
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:35Z,2021-07-16T23:42:06Z,1415
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,1433,TCP,Allowed,Allowed,Consumer,2021-07-16T02:54:16Z,2021-07-16T23:29:19Z,460
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,1433,TCP,Allowed,Allowed,Provider,2021-07-16T00:16:34Z,2021-07-16T23:28:19Z,632
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,49666,TCP,Allowed,Allowed,Consumer,2021-07-16T02:41:53Z,2021-07-16T23:32:15Z,891
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,49666,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:35Z,2021-07-16T23:42:06Z,903
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T00:12:49Z,2021-07-16T23:35:58Z,212
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,0,ICMP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:09:09Z,2021-07-16T23:39:38Z,845
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:53Z,2021-07-16T23:35:29Z,3211
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:08:11Z,2021-07-16T23:38:29Z,3427
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:53Z,2021-07-16T23:35:42Z,536
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,161,UDP,Allowed,Allowed,Provider,2021-07-16T00:03:23Z,2021-07-16T23:36:29Z,1240
APPLICATION | OPMZZNZZGER | PROD | ON PREgIOM,OPMZZNZZGER,PROD,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Consumer,2021-07-16T02:38:54Z,2021-07-16T23:35:29Z,3512
